transactions_id,sale_date,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale
110,2022-11-18,149,Male,27,Clothing,3,300,99,900
352,2023-07-28,54,Male,57,Electronics,2,500,175,1000
365,2023-02-23,151,Male,31,Clothing,1,300,93,300
887,2022-02-24,44,Male,59,Clothing,4,25,10,100
1104,2022-07-11,70,Female,34,Beauty,2,500,150,1000
1110,2022-10-26,62,Male,27,Clothing,3,300,114,900
1352,2023-10-19,14,Male,57,Electronics,2,500,260,1000
1365,2023-11-08,18,Male,31,Clothing,1,300,156,300
1887,2023-12-11,113,Male,59,Clothing,4,25,10,100
629,2023-01-05,39,Male,62,Electronics,2,25,8,50
1629,2022-02-17,144,Male,62,Electronics,2,25,10.75,50
655,2022-10-31,19,Female,55,Clothing,1,500,210,500
1655,2023-05-28,8,Female,55,Clothing,1,500,125,500
567,2023-05-08,5,Female,25,Clothing,3,300,144,900
1567,2023-04-07,76,Female,25,Clothing,3,300,162,900
182,2023-06-21,27,Male,62,Beauty,4,30,10.2,120
819,2023-08-15,111,Female,35,Beauty,2,50,26,100
1182,2023-01-03,14,Male,62,Beauty,4,30,12.9,120
1819,2022-11-05,83,Female,35,Beauty,2,50,13.5,100
100,2022-02-08,21,Male,41,Electronics,1,30,9.3,30
833,2023-05-09,85,Male,42,Beauty,4,50,24.5,200
1100,2023-01-20,136,Male,41,Electronics,1,30,13.2,30
1833,2022-01-30,56,Male,42,Beauty,4,50,18,200
542,2023-06-01,50,Female,20,Beauty,1,50,24,50
723,2022-07-14,120,Female,54,Beauty,4,50,20.5,200
726,2022-06-05,72,Male,47,Clothing,4,300,126,1200
1542,2023-05-17,147,Female,20,Beauty,1,50,14.5,50
1723,2022-02-10,40,Female,54,Beauty,4,50,18,200
1726,2023-06-26,13,Male,47,Clothing,4,300,93,1200
488,2022-07-05,26,Female,51,Electronics,3,300,123,900
1488,2022-11-12,9,Female,51,Electronics,3,300,126,900
239,2022-09-19,1,Male,38,Electronics,3,500,165,1500
498,2022-03-22,41,Female,50,Clothing,4,25,8.25,100
532,2022-08-15,92,Female,64,Clothing,4,30,12.9,120
669,2022-01-23,110,Male,24,Beauty,4,300,87,1200
877,2022-10-01,134,Female,58,Clothing,1,25,6.75,25
1239,2022-07-08,134,Male,38,Electronics,3,500,255,1500
1498,2022-08-29,51,Female,50,Clothing,4,25,12.5,100
1532,2022-03-23,51,Female,64,Clothing,4,30,15.6,120
1669,2022-08-04,83,Male,24,Beauty,4,300,123,1200
1877,2023-01-25,72,Female,58,Clothing,1,25,10.5,25
422,2022-08-21,67,Female,28,Clothing,3,30,13.2,90
466,2023-01-11,66,Male,63,Electronics,4,25,13.75,100
1422,2022-05-07,35,Female,28,Clothing,3,30,13.5,90
1466,2023-01-16,64,Male,63,Electronics,4,25,10.75,100
583,2022-01-28,131,Female,24,Electronics,4,25,7.75,100
654,2023-08-14,92,Male,42,Clothing,3,25,9.25,75
1583,2023-11-12,102,Female,24,Electronics,4,25,13,100
1654,2023-10-13,111,Male,42,Clothing,3,25,6.25,75
40,2022-06-07,78,Male,45,Beauty,1,50,24.5,50
699,2022-11-21,129,Female,37,Clothing,4,30,16.2,120
727,2023-11-15,32,Male,55,Beauty,3,300,105,900
830,2022-09-29,77,Female,64,Clothing,3,50,18.5,150
1040,2023-12-12,112,Male,45,Beauty,1,50,21,50
1699,2023-07-29,23,Female,37,Clothing,4,30,12.9,120
1727,2023-08-08,72,Male,55,Beauty,3,300,75,900
1830,2023-03-04,87,Female,64,Clothing,3,50,21,150
224,2022-11-11,99,Female,25,Clothing,1,50,24,50
271,2023-09-12,44,Female,62,Beauty,4,30,9.3,120
1224,2022-01-20,103,Female,25,Clothing,1,50,20,50
1271,2022-01-19,27,Female,62,Beauty,4,30,9,120
36,2023-02-22,40,Male,52,Beauty,3,300,144,900
157,2022-05-15,98,Male,62,Electronics,4,500,170,2000
796,2022-10-01,38,Male,43,Beauty,4,30,7.8,120
839,2023-11-11,130,Female,20,Electronics,4,300,96,1200
927,2022-02-21,83,Male,43,Electronics,4,500,250,2000
1036,2022-08-17,121,Male,52,Beauty,3,300,117,900
1157,2022-12-23,81,Male,62,Electronics,4,500,270,2000
1796,2023-11-12,69,Male,43,Beauty,4,30,11.1,120
1839,2022-08-28,92,Female,20,Electronics,4,300,156,1200
1927,2023-09-06,46,Male,43,Electronics,4,500,180,2000
407,2022-07-16,117,Female,46,Electronics,3,300,138,900
1407,2022-04-10,54,Female,46,Electronics,3,300,120,900
46,2022-11-08,54,Female,20,Electronics,4,300,84,1200
509,2023-07-10,70,Female,37,Electronics,3,300,141,900
874,2022-01-17,90,Male,60,Beauty,1,30,12.6,30
1046,2023-07-21,5,Female,20,Electronics,4,300,156,1200
1509,2022-11-25,67,Female,37,Electronics,3,300,129,900
1874,2022-05-14,126,Male,60,Beauty,1,30,12.6,30
788,2022-06-20,90,Female,52,Beauty,3,300,105,900
1788,2022-05-03,98,Female,52,Beauty,3,300,150,900
378,2022-11-03,81,Male,50,Beauty,1,300,165,300
1378,2022-04-28,27,Male,50,Beauty,1,300,132,300
480,2022-12-22,126,Female,42,Beauty,4,500,225,2000
492,2023-12-16,4,Male,61,Beauty,4,25,6.5,100
737,2023-03-23,26,Female,33,Clothing,1,50,14,50
1480,2023-11-26,3,Female,42,Beauty,4,500,165,2000
1492,2023-08-26,146,Male,61,Beauty,4,25,10,100
1737,2022-11-14,40,Female,33,Clothing,1,50,14,50
684,2023-06-20,54,Female,28,Clothing,2,500,225,1000
878,2023-10-26,31,Female,20,Clothing,1,30,11.7,30
1684,2023-01-23,43,Female,28,Clothing,2,500,200,1000
1878,2023-01-24,97,Female,20,Clothing,1,30,7.5,30
78,2023-02-17,68,Female,47,Clothing,3,500,265,1500
260,2023-01-19,107,Male,28,Beauty,2,30,10.5,60
455,2023-11-21,134,Male,31,Electronics,4,25,13.25,100
837,2023-01-15,53,Male,18,Beauty,3,30,7.5,90
1078,2023-05-04,16,Female,47,Clothing,3,500,125,1500
1260,2023-07-19,117,Male,28,Beauty,2,30,13.5,60
1455,2022-08-27,32,Male,31,Electronics,4,25,13.75,100
1837,2023-03-29,32,Male,18,Beauty,3,30,8.1,90
45,2022-03-20,121,Female,55,Electronics,1,30,10.5,30
449,2022-01-03,58,Male,25,Electronics,4,50,26.5,200
1045,2022-02-26,110,Female,55,Electronics,1,30,9.9,30
1449,2022-04-26,12,Male,25,Electronics,4,50,23.5,200
904,2022-04-01,43,Male,28,Clothing,1,500,160,500
1904,2022-11-25,117,Male,28,Clothing,1,500,220,500
59,2022-11-14,61,Male,62,Clothing,1,50,27,50
128,2022-12-21,77,Male,25,Beauty,1,500,180,500
186,2022-03-31,92,Male,20,Clothing,4,50,23.5,200
802,2023-09-22,57,Female,46,Beauty,1,30,9.9,30
1059,2022-07-12,89,Male,62,Clothing,1,50,12.5,50
1128,2022-01-04,60,Male,25,Beauty,1,500,135,500
1186,2023-09-10,5,Male,20,Clothing,4,50,18.5,200
1802,2022-07-13,33,Female,46,Beauty,1,30,9.6,30
75,2023-05-15,110,Male,61,Beauty,4,50,13.5,200
447,2023-04-18,37,Male,22,Beauty,4,500,245,2000
528,2023-12-11,102,Female,36,Clothing,2,30,9.6,60
1075,2022-09-14,92,Male,61,Beauty,4,50,21.5,200
1447,2022-05-30,137,Male,22,Beauty,4,500,155,2000
1528,2023-07-06,126,Female,36,Clothing,2,30,12.3,60
759,2023-05-23,75,Male,49,Electronics,2,50,21.5,100
870,2022-04-11,16,Female,46,Electronics,4,30,11.1,120
1759,2022-11-03,102,Male,49,Electronics,2,50,23,100
1870,2023-11-09,119,Female,46,Electronics,4,30,10.5,120
77,2022-04-07,44,Female,47,Clothing,2,50,24,100
381,2022-01-30,63,Female,44,Clothing,4,25,12.25,100
439,2022-05-06,42,Male,50,Clothing,3,25,11.75,75
792,2023-01-04,4,Female,20,Beauty,1,50,26.5,50
1077,2022-12-16,141,Female,47,Clothing,2,50,15,100
1381,2022-10-26,48,Female,44,Clothing,4,25,7.75,100
1439,2023-11-18,76,Male,50,Clothing,3,25,7.25,75
1792,2023-08-26,88,Female,20,Beauty,1,50,26.5,50
176,2023-05-26,53,Female,43,Beauty,2,50,25.5,100
216,2022-11-04,141,Male,62,Electronics,2,50,26.5,100
1176,2023-01-04,34,Female,43,Beauty,2,50,21,100
1216,2023-03-01,23,Male,62,Electronics,2,50,13,100
772,2023-04-14,25,Male,26,Electronics,1,30,16.2,30
1772,2022-02-03,59,Male,26,Electronics,1,30,13.2,30
53,2022-01-06,32,Male,34,Electronics,2,50,22,100
1053,2023-02-10,40,Male,34,Electronics,2,50,20.5,100
43,2023-03-18,118,Female,48,Clothing,1,300,111,300
71,2023-02-16,32,Female,51,Beauty,4,25,11.5,100
93,2022-01-25,148,Female,35,Beauty,4,500,140,2000
302,2023-02-09,26,Male,57,Beauty,2,300,135,600
551,2023-03-21,99,Male,45,Electronics,3,300,141,900
681,2023-08-04,24,Female,43,Electronics,2,30,8.4,60
722,2023-02-24,25,Male,20,Beauty,3,300,162,900
728,2022-06-02,78,Male,51,Electronics,3,50,18,150
829,2022-03-24,52,Male,61,Beauty,3,30,9.6,90
955,2022-01-16,16,Male,58,Clothing,1,25,12.5,25
1043,2023-11-30,20,Female,48,Clothing,1,300,87,300
1071,2023-09-21,155,Female,51,Beauty,4,25,6.75,100
1093,2023-11-06,87,Female,35,Beauty,4,500,270,2000
1302,2022-12-21,20,Male,57,Beauty,2,300,102,600
1551,2023-11-12,84,Male,45,Electronics,3,300,81,900
1681,2022-11-09,53,Female,43,Electronics,2,30,11.1,60
1722,2022-01-30,22,Male,20,Beauty,3,300,159,900
1728,2023-05-23,77,Male,51,Electronics,3,50,25,150
1829,2022-05-30,58,Male,61,Beauty,3,30,12,90
1955,2022-09-15,134,Male,58,Clothing,1,25,6.5,25
144,2022-03-26,119,Female,59,Beauty,3,500,255,1500
474,2022-05-08,145,Female,26,Clothing,3,500,210,1500
1144,2022-12-30,148,Female,59,Beauty,3,500,125,1500
1474,2022-05-15,84,Female,26,Clothing,3,500,255,1500
603,2022-04-18,95,Female,40,Clothing,3,30,14.1,90
661,2022-08-05,10,Female,44,Clothing,4,25,7,100
1603,2023-12-04,132,Female,40,Clothing,3,30,13.2,90
1661,2023-07-07,20,Female,44,Clothing,4,25,6.25,100
143,2023-02-11,118,Female,45,Clothing,1,50,27.5,50
515,2022-02-13,71,Female,49,Clothing,3,300,75,900
1143,2023-05-01,23,Female,45,Clothing,1,50,15,50
1515,2023-02-04,107,Female,49,Clothing,3,300,135,900
304,2023-03-23,59,Female,37,Electronics,2,30,15.6,60
676,2023-07-10,80,Male,63,Electronics,3,500,205,1500
686,2022-01-06,68,Female,28,Electronics,4,50,23.5,200
698,2022-03-17,116,Female,64,Electronics,1,300,123,300
1304,2022-09-26,4,Female,37,Electronics,2,30,9.3,60
1676,2023-09-21,91,Male,63,Electronics,3,500,210,1500
1686,2023-12-10,151,Female,28,Electronics,4,50,26,200
1698,2022-04-07,146,Female,64,Electronics,1,300,105,300
709,2022-09-22,61,Female,19,Electronics,2,500,140,1000
1709,2023-09-13,97,Female,19,Electronics,2,500,185,1000
114,2022-04-17,92,Female,22,Beauty,4,25,9.25,100
359,2022-12-15,122,Male,50,Clothing,1,50,22.5,50
1114,2022-08-18,100,Female,22,Beauty,4,25,12,100
1359,2022-05-17,55,Male,50,Clothing,1,50,19,50
773,2023-01-14,3,Male,25,Electronics,4,500,175,2000
1773,2023-12-12,80,Male,25,Electronics,4,500,165,2000
127,2023-05-20,40,Female,33,Clothing,2,25,7.5,50
213,2023-08-13,113,Male,27,Beauty,3,500,275,1500
487,2023-04-09,36,Male,44,Clothing,4,500,235,2000
495,2022-06-24,131,Male,24,Beauty,2,30,11.7,60
605,2023-10-19,76,Male,37,Electronics,2,500,180,1000
1127,2022-03-15,87,Female,33,Clothing,2,25,13,50
1213,2023-06-21,41,Male,27,Beauty,3,500,185,1500
1487,2023-02-01,131,Male,44,Clothing,4,500,140,2000
1495,2023-03-14,113,Male,24,Beauty,2,30,16.2,60
1605,2022-01-24,2,Male,37,Electronics,2,500,165,1000
105,2023-06-18,82,Female,22,Electronics,1,500,230,500
299,2023-01-25,76,Male,61,Electronics,2,500,230,1000
934,2022-11-22,111,Male,30,Beauty,1,500,240,500
1105,2022-11-12,19,Female,22,Electronics,1,500,270,500
1299,2022-05-08,11,Male,61,Electronics,2,500,250,1000
1934,2022-09-08,69,Male,30,Beauty,1,500,150,500
270,2022-12-17,84,Male,43,Electronics,1,300,117,300
338,2022-02-05,44,Male,54,Beauty,2,50,20,100
543,2022-04-16,121,Male,49,Beauty,2,300,75,600
1270,2022-08-25,84,Male,43,Electronics,1,300,108,300
1338,2022-01-25,31,Male,54,Beauty,2,50,19,100
1543,2022-10-03,73,Male,49,Beauty,2,300,123,600
557,2023-09-27,155,Female,20,Beauty,3,30,12.9,90
702,2023-03-03,66,Female,60,Clothing,2,300,78,600
864,2023-07-31,139,Female,51,Electronics,1,500,215,500
1557,2022-08-04,14,Female,20,Beauty,3,30,10.2,90
1702,2023-07-31,102,Female,60,Clothing,2,300,87,600
1864,2023-04-30,112,Female,51,Electronics,1,500,190,500
254,2022-12-14,104,Male,41,Electronics,1,500,165,500
295,2022-02-01,80,Female,27,Beauty,3,300,105,900
457,2022-11-28,38,Female,58,Beauty,3,300,147,900
668,2022-06-17,135,Female,62,Electronics,3,50,24.5,150
850,2023-09-14,58,Female,26,Beauty,2,500,235,1000
1254,2023-04-12,86,Male,41,Electronics,1,500,180,500
1295,2023-11-04,86,Female,27,Beauty,3,300,81,900
1457,2023-03-25,140,Female,58,Beauty,3,300,108,900
1668,2023-03-13,132,Female,62,Electronics,3,50,14,150
1850,2022-02-16,154,Female,26,Beauty,2,500,240,1000
541,2022-12-25,39,Male,56,Beauty,1,500,215,500
980,2022-10-14,147,Female,31,Electronics,3,25,12.5,75
1541,2023-10-02,57,Male,56,Beauty,1,500,195,500
1980,2023-08-23,112,Female,31,Electronics,3,25,6.5,75
262,2023-09-15,30,Female,32,Beauty,4,30,12.6,120
467,2022-01-24,151,Female,53,Electronics,3,50,14.5,150
1262,2022-08-13,127,Female,32,Beauty,4,30,8.4,120
1467,2023-08-13,89,Female,53,Electronics,3,50,14,150
463,2023-01-29,55,Female,54,Beauty,3,500,175,1500
1463,2022-07-29,98,Female,54,Beauty,3,500,170,1500
598,2022-06-23,7,Male,37,Beauty,4,30,11.1,120
667,2022-12-01,22,Female,29,Electronics,1,500,190,500
672,2022-02-17,1,Female,34,Beauty,2,50,27.5,100
1598,2023-01-15,126,Male,37,Beauty,4,30,9.9,120
1667,2022-07-04,40,Female,29,Electronics,1,500,125,500
1672,2023-03-28,87,Female,34,Beauty,2,50,15.5,100
949,2023-06-20,21,Female,41,Electronics,2,25,9,50
1949,2022-11-11,105,Female,41,Electronics,2,25,12.5,50
27,2023-12-14,39,Female,38,Beauty,2,25,8.25,50
347,2022-03-26,26,Male,42,Electronics,1,25,7,25
687,2022-06-27,86,Female,53,Electronics,1,300,150,300
1027,2022-04-30,131,Female,38,Beauty,2,25,7.5,50
1347,2023-11-21,7,Male,42,Electronics,1,25,13,25
1687,2023-02-17,102,Female,53,Electronics,1,300,81,300
549,2022-11-03,114,Female,50,Beauty,2,50,12.5,100
675,2023-07-19,26,Female,45,Clothing,2,30,15.9,60
730,2022-02-20,131,Female,36,Clothing,2,25,13.25,50
798,2023-01-20,73,Male,61,Clothing,1,50,15,50
1549,2023-11-15,109,Female,50,Beauty,2,50,14.5,100
1675,2022-05-17,152,Female,45,Clothing,2,30,16.2,60
1730,2023-08-14,116,Female,36,Clothing,2,25,10.75,50
1798,2023-07-18,96,Male,61,Clothing,1,50,20,50
13,2023-02-08,106,Male,22,Electronics,3,500,245,1500
35,2022-10-29,122,Female,58,Beauty,3,300,126,900
140,2022-07-07,61,Male,38,Electronics,1,30,14.4,30
206,2022-09-02,31,Male,61,Clothing,1,25,11.75,25
261,2022-02-06,16,Male,21,Clothing,2,25,8.25,50
279,2023-08-10,38,Male,50,Clothing,1,500,210,500
308,2022-03-31,130,Female,34,Beauty,4,300,126,1200
418,2022-04-01,95,Female,60,Electronics,2,500,155,1000
1013,2022-07-16,111,Male,22,Electronics,3,500,200,1500
1035,2023-04-26,52,Female,58,Beauty,3,300,105,900
1140,2022-05-22,154,Male,38,Electronics,1,30,15.9,30
1206,2023-05-14,68,Male,61,Clothing,1,25,8.5,25
1261,2022-09-27,116,Male,21,Clothing,2,25,6.25,50
1279,2022-04-21,116,Male,50,Clothing,1,500,170,500
1308,2023-06-19,91,Female,34,Beauty,4,300,150,1200
1418,2022-09-17,68,Female,60,Electronics,2,500,215,1000
612,2022-02-23,77,Female,61,Electronics,1,500,235,500
875,2023-11-30,134,Female,51,Electronics,4,500,135,2000
1612,2022-12-18,140,Female,61,Electronics,1,500,230,500
1875,2022-06-03,141,Female,51,Electronics,4,500,165,2000
430,2023-05-23,100,Female,43,Electronics,3,300,153,900
633,2023-07-06,35,Male,39,Beauty,4,30,12.3,120
1430,2023-10-31,22,Female,43,Electronics,3,300,132,900
1633,2022-12-31,152,Male,39,Beauty,4,30,11.4,120
125,2022-09-28,137,Male,48,Clothing,2,50,19,100
716,2023-08-13,137,Female,60,Clothing,4,300,108,1200
790,2023-04-13,29,Male,62,Clothing,1,25,9.25,25
960,2023-03-29,134,Male,59,Clothing,2,30,14.4,60
1125,2023-11-12,79,Male,48,Clothing,2,50,21.5,100
1716,2022-02-12,39,Female,60,Clothing,4,300,87,1200
1790,2023-05-14,147,Male,62,Clothing,1,25,7.5,25
1960,2022-06-29,67,Male,59,Clothing,2,30,13.2,60
259,2023-03-11,93,Female,45,Clothing,4,50,22.5,200
443,2023-09-19,98,Male,29,Clothing,2,300,114,600
529,2022-11-29,46,Female,35,Clothing,3,50,20.5,150
563,2022-12-21,150,Male,20,Clothing,2,30,16.2,60
1259,2022-11-03,105,Female,45,Clothing,4,50,21,200
1443,2022-06-18,81,Male,29,Clothing,2,300,147,600
1529,2022-09-17,105,Female,35,Clothing,3,50,17,150
1563,2022-10-13,22,Male,20,Clothing,2,30,15.3,60
801,2022-12-01,153,Male,21,Clothing,4,50,19,200
1801,2022-07-10,148,Male,21,Clothing,4,50,13.5,200
160,2022-07-20,127,Female,43,Clothing,2,50,26.5,100
508,2023-07-05,32,Male,58,Beauty,2,300,123,600
807,2023-01-26,91,Female,50,Electronics,4,50,15.5,200
1160,2023-08-20,105,Female,43,Clothing,2,50,14,100
1508,2022-04-08,90,Male,58,Beauty,2,300,81,600
1807,2022-08-04,19,Female,50,Electronics,4,50,22,200
511,2023-12-23,146,Male,45,Beauty,2,50,24.5,100
521,2023-10-28,133,Female,47,Clothing,4,30,8.7,120
695,2022-04-03,52,Female,22,Electronics,3,50,21,150
816,2023-09-27,133,Male,47,Beauty,2,500,240,1000
1511,2022-04-09,45,Male,45,Beauty,2,50,13.5,100
1521,2023-07-23,30,Female,47,Clothing,4,30,12.9,120
1695,2023-09-21,85,Female,22,Electronics,3,50,23,150
1816,2022-06-17,52,Male,47,Beauty,2,500,245,1000
217,2022-05-02,17,Female,35,Electronics,4,50,26.5,200
384,2022-04-10,127,Male,55,Clothing,1,500,145,500
1217,2023-10-16,70,Female,35,Electronics,4,50,18,200
1384,2023-12-17,106,Male,55,Clothing,1,500,260,500
648,2023-02-23,41,Male,53,Beauty,4,300,138,1200
926,2023-10-06,53,Male,22,Electronics,1,30,15.6,30
1648,2023-07-10,16,Male,53,Beauty,4,300,87,1200
1926,2023-08-07,74,Male,22,Electronics,1,30,9.6,30
285,2023-12-01,107,Female,31,Electronics,1,25,13.5,25
427,2023-11-16,120,Male,25,Electronics,1,25,11.75,25
569,2022-04-29,132,Male,52,Electronics,4,50,19,200
570,2022-06-09,91,Male,49,Clothing,1,500,185,500
630,2023-03-21,94,Male,42,Clothing,2,50,25.5,100
957,2023-06-19,105,Female,60,Electronics,4,30,9.3,120
1285,2023-06-01,130,Female,31,Electronics,1,25,12.25,25
1427,2023-07-15,92,Male,25,Electronics,1,25,11.5,25
1569,2023-11-30,35,Male,52,Electronics,4,50,18,200
1570,2023-06-15,109,Male,49,Clothing,1,500,170,500
1630,2022-05-22,95,Male,42,Clothing,2,50,16,100
1957,2022-10-25,75,Female,60,Electronics,4,30,14.7,120
635,2022-12-04,89,Female,63,Electronics,3,300,129,900
1635,2023-04-17,36,Female,63,Electronics,3,300,159,900
29,2022-03-08,31,Female,42,Electronics,1,30,13.5,30
277,2023-07-03,139,Male,36,Clothing,4,25,12.25,100
859,2022-09-20,46,Female,56,Electronics,3,500,190,1500
1029,2023-07-18,117,Female,42,Electronics,1,30,12.3,30
1277,2023-10-17,80,Male,36,Clothing,4,25,12.75,100
1859,2022-09-14,32,Female,56,Electronics,3,500,205,1500
638,2023-01-10,154,Male,46,Electronics,1,500,190,500
823,2023-12-03,66,Female,56,Electronics,2,50,25,100
956,2023-04-24,140,Male,30,Clothing,3,500,135,1500
981,2022-02-05,5,Female,30,Electronics,2,30,12.9,60
1638,2022-08-13,37,Male,46,Electronics,1,500,155,500
1823,2022-11-08,58,Female,56,Electronics,2,50,26.5,100
1956,2023-06-01,62,Male,30,Clothing,3,500,170,1500
1981,2022-06-05,19,Female,30,Electronics,2,30,11.7,60
219,2023-09-16,79,Female,53,Electronics,3,30,10.2,90
1219,2022-11-02,149,Female,53,Electronics,3,30,11.1,90
73,2022-01-14,42,Male,29,Electronics,3,30,9,90
162,2023-04-11,118,Male,39,Clothing,2,30,9,60
306,2022-01-04,148,Male,54,Electronics,1,50,26.5,50
725,2023-09-21,2,Male,61,Electronics,1,300,153,300
880,2023-09-26,63,Male,22,Beauty,2,500,175,1000
992,2023-10-15,134,Female,57,Electronics,2,30,7.8,60
1073,2022-02-21,82,Male,29,Electronics,3,30,15.3,90
1162,2022-07-13,101,Male,39,Clothing,2,30,12.6,60
1306,2023-11-11,122,Male,54,Electronics,1,50,18.5,50
1725,2022-05-16,109,Male,61,Electronics,1,300,105,300
1880,2023-06-14,37,Male,22,Beauty,2,500,175,1000
1992,2023-05-19,70,Female,57,Electronics,2,30,8.7,60
597,2022-11-01,84,Male,22,Beauty,4,300,111,1200
622,2022-10-16,155,Female,49,Beauty,3,25,6.25,75
1597,2023-08-28,32,Male,22,Beauty,4,300,78,1200
1622,2023-04-22,54,Female,49,Beauty,3,25,11.75,75
116,2023-06-22,58,Female,23,Clothing,1,30,15,30
364,2022-06-07,98,Female,19,Beauty,1,500,200,500
368,2023-01-31,90,Female,56,Clothing,4,300,132,1200
1116,2022-08-15,145,Female,23,Clothing,1,30,12.3,30
1364,2023-09-23,72,Female,19,Beauty,1,500,250,500
1368,2022-03-08,145,Female,56,Clothing,4,300,132,1200
50,2022-03-29,71,Female,27,Beauty,3,25,10.5,75
479,2022-11-03,90,Male,52,Electronics,4,300,105,1200
804,2023-12-11,99,Male,42,Electronics,1,30,10.8,30
1050,2022-12-10,24,Female,27,Beauty,3,25,11.25,75
1479,2022-05-31,108,Male,52,Electronics,4,300,162,1200
1804,2023-01-10,74,Male,42,Electronics,1,30,14.7,30
92,2022-03-21,10,Female,51,Electronics,4,30,8.7,120
282,2023-10-05,10,Female,64,Electronics,4,50,56,200
718,2023-11-02,154,Female,59,Beauty,3,25,25,75
1092,2022-05-03,58,Female,51,Electronics,4,30,31.5,120
1282,2023-02-20,23,Female,64,Electronics,4,50,48.5,200
1718,2023-10-25,20,Female,59,Beauty,3,25,25.5,75
617,2022-08-06,30,Male,34,Electronics,1,30,28.5,30
624,2022-02-05,48,Female,34,Beauty,3,300,342,900
825,2022-01-08,51,Female,46,Beauty,1,25,27.25,25
1617,2022-05-01,77,Male,34,Electronics,1,30,35.1,30
1624,2022-11-18,121,Female,34,Beauty,3,300,363,900
1825,2023-08-30,105,Female,46,Beauty,1,25,27,25
568,2023-08-11,32,Female,51,Electronics,1,300,372,300
671,2023-09-23,2,Male,62,Electronics,3,50,61.5,150
756,2023-07-17,4,Female,62,Electronics,4,300,333,1200
815,2023-04-05,139,Female,51,Clothing,3,25,23.75,75
1568,2022-10-09,51,Female,51,Electronics,1,300,336,300
1671,2023-02-28,47,Male,62,Electronics,3,50,62.5,150
1756,2022-05-12,119,Female,62,Electronics,4,300,297,1200
1815,2023-05-24,6,Female,51,Clothing,3,25,30.5,75
146,2022-11-10,74,Male,38,Clothing,4,50,49,200
263,2022-05-04,133,Male,23,Beauty,2,30,34.8,60
704,2023-09-11,141,Female,62,Clothing,3,30,34.8,90
1146,2023-10-09,52,Male,38,Clothing,4,50,60,200
1263,2022-09-07,47,Male,23,Beauty,2,30,35.4,60
1704,2022-09-16,155,Female,62,Clothing,3,30,30.3,90
476,2023-12-12,131,Female,27,Clothing,4,500,570,2000
733,2022-10-25,143,Male,34,Beauty,1,30,28.5,30
924,2022-09-17,151,Male,55,Beauty,2,50,55,100
984,2023-11-20,83,Male,56,Clothing,1,500,480,500
1476,2022-11-11,130,Female,27,Clothing,4,500,555,2000
1733,2023-09-03,146,Male,34,Beauty,1,30,36.6,30
1924,2022-11-28,107,Male,55,Beauty,2,50,54.5,100
1984,2023-09-09,126,Male,56,Clothing,1,500,530,500
251,2022-09-15,141,Female,57,Beauty,4,50,62.5,200
253,2022-09-30,66,Female,53,Clothing,4,500,525,2000
574,2023-09-17,24,Female,63,Electronics,2,25,24.75,50
751,2023-11-08,115,Female,42,Clothing,2,25,24.75,50
871,2023-11-02,57,Male,62,Beauty,2,30,33.9,60
1251,2022-09-11,137,Female,57,Beauty,4,50,57.5,200
1253,2023-12-03,108,Female,53,Clothing,4,500,605,2000
1574,2022-10-26,150,Female,63,Electronics,2,25,24.75,50
1751,2023-12-27,99,Female,42,Clothing,2,25,30.25,50
1871,2022-09-26,41,Male,62,Beauty,2,30,30.6,60
200,2022-10-09,130,Male,27,Beauty,3,50,60,150
594,2023-09-07,72,Female,19,Electronics,2,300,291,600
637,2022-12-02,21,Male,43,Clothing,2,300,321,600
855,2022-11-21,13,Male,54,Beauty,1,25,25.75,25
1200,2023-10-18,20,Male,27,Beauty,3,50,54.5,150
1594,2023-10-01,31,Female,19,Electronics,2,300,345,600
1637,2022-10-25,97,Male,43,Clothing,2,300,297,600
1855,2023-12-27,44,Male,54,Beauty,1,25,31.25,25
325,2023-09-16,6,Female,52,Electronics,2,25,31.25,50
682,2023-10-23,60,Male,46,Beauty,4,300,354,1200
931,2023-10-07,48,Male,30,Beauty,4,30,29.1,120
1325,2022-10-11,18,Female,52,Electronics,2,25,26.75,50
1682,2022-12-30,71,Male,46,Beauty,4,300,315,1200
1931,2022-12-01,61,Male,30,Beauty,4,30,34.2,120
925,2022-12-20,54,Male,25,Electronics,1,300,315,300
1925,2023-12-21,81,Male,25,Electronics,1,300,366,300
297,2022-09-12,70,Female,40,Electronics,2,500,595,1000
1297,2023-10-20,21,Female,40,Electronics,2,500,535,1000
814,2022-10-01,96,Female,59,Clothing,1,500,540,500
894,2022-09-22,111,Male,52,Electronics,1,30,30.6,30
1814,2022-09-07,43,Female,59,Clothing,1,500,620,500
1894,2023-12-29,92,Male,52,Electronics,1,30,30,30
194,2023-10-11,116,Male,55,Clothing,4,50,51.5,200
245,2023-12-01,75,Male,47,Clothing,3,30,36,90
296,2022-12-31,73,Female,22,Clothing,4,300,369,1200
644,2022-10-13,107,Male,23,Beauty,3,25,29,75
696,2023-10-09,24,Female,50,Clothing,4,50,48.5,200
1194,2023-10-09,130,Male,55,Clothing,4,50,61.5,200
1245,2022-10-25,129,Male,47,Clothing,3,30,36,90
1296,2022-11-26,45,Female,22,Clothing,4,300,342,1200
1644,2022-09-11,124,Male,23,Beauty,3,25,28.75,75
